RunID_vial,_out_crystalscore,_rxn_M_acid,_rxn_M_inorganic,_rxn_M_organic,_rxn_organic_inchikey,_rxn_temperatureC_actual_bulk,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine,_feat_maximalprojectionsize,_feat_minimalprojectionsize,_feat_molsurfaceareaVDWp,_feat_msareaVDWp,_feat_molsurfaceareaASAp,_feat_msareaASAp,_feat_ProtPolarSurfaceArea,_feat_Protpsa,_feat_Hacceptorcount,_feat_Hdonorcount
2019-07-01T19_39_31.550325+00_00_LBL_G10,1,8.677053268,0,1.500857848,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_G11,1,11.80360283,0.34360924,0.773914588,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_G12,1,0.798326916,0.24789042,2.625005727,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_G7,1,0.530089072,0.848714824,1.142529472,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_G8,1,14.93208654,0.028461262,1.334548049,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_G9,3,14.93208654,0.535589197,0.542745502,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_H10,1,13.25222681,0,1.57590074,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_H11,1,1.06230275,0.157198045,2.644172604,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_H12,1,0.791965746,0.02305455,2.829301224,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_H7,1,0,0.983660788,1.155586103,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_H8,1,14.78336058,0.056355566,1.29263634,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-07-01T19_39_31.550325+00_00_LBL_H9,3,14.96219156,0.523705995,0.543719376,GIAPQOZCVIEHNY-UHFFFAOYSA-N,95,900,1200,12600,750,3,1,8.03,7.73,30.48,0,0,4,0,13,0,0,0,4,0,0,0,0,0,0,1,1.97,0,15,10,1,18.32,28.68,2.71,3.94,7.6,5.19,76.51,142.9,243.38,177.81,65.57,193.89,49.49,27.64,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5.19,7.6,142.9,142.9,177.81,177.81,27.64,27.64,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A1,1,0.477080165,1.258579675,1.691745751,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A10,2,5.194872909,0.484069106,2.223359962,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A11,2,4.664783837,0.87132439,1.740438335,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A12,1,4.505757115,0.064542547,2.232385809,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A2,2,6.785140126,0.790646206,2.039314782,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A3,2,9.594612209,0.729330786,0.977886198,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A4,2,3.604605692,1.022999377,1.691664601,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A5,2,7.951336085,0.193627642,1.938730837,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A6,1,2.645155052,0.573282108,1.454014273,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A7,4,3.869650228,0.425980813,3.138021619,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A8,2,5.258398613,0.643485318,2.513217792,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_A9,2,12.24505757,0.751920678,1.168488805,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B1,1,0.58309798,0.56474729,1.119350499,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B10,2,11.66195959,0.109722331,0.976185675,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B11,1,0.58309798,0.377573903,3.051382199,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B12,3,7.262220291,0.396936667,2.179584841,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B2,1,1.53418993,0.718212978,1.207824365,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B3,2,5.290310103,0.57972348,2.238372605,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B4,3,6.030953518,0.91789551,1.57966459,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B5,2,10.76080817,0.5776558,0.755266782,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B6,1,3.452483938,0.714624398,1.603557069,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B7,1,3.080677976,0.265154754,3.144999578,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B8,4,5.724961981,0.406618049,1.386351846,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_B9,2,10.83548805,0.507674346,1.412633174,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C1,3,2.756463176,1.274715312,1.584928982,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C10,3,7.648579801,0.43976886,2.39878506,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C11,3,6.414077775,0.206536152,2.91352,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C12,1,2.645155052,0.135268812,1.023964013,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C2,1,1.431240495,0.087132439,1.455019508,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C3,1,2.014338475,0.322712737,2.821112855,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C4,1,2.33706605,0.258687565,2.003979393,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C5,1,2.385400826,0.771283442,2.178350631,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C6,1,1.431240495,1.235989784,2.1977189,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C7,2,5.895780264,0.093774242,2.281695702,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C8,3,10.14499126,0.371863375,0.91937458,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
2019-09-12T19_45_57.603044+00_00_LBL_C9,2,11.87399522,0.758374932,0.986446946,HBPSMMXRESDUSG-UHFFFAOYSA-N,95,900,1200,12600,750,5,1,10.82,10.68,38.25,1,0,6,0,18,0,0,0,0,0,6,6,6,1,0,0,2,1,42,27,3,26.88,34.63,3.59,3.68,7.07,5.27,99.74,178.29,228.15,172.57,55.57,205.89,22.25,16.61,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,5.27,7.07,178.29,178.29,172.57,172.57,16.61,16.61,0,1
