# Processed xy data with Haverford two-theta converted to LBL scale
two_theta,intensity
5.812336334448366,6.0
5.835590900706661,5.0
5.8588455295808854,6.0
5.882100221322295,5.0
5.905354976182176,5.0
5.928609794411824,5.0
5.951864676262572,4.0
5.97511962198576,5.0
5.99837463183276,7.0
6.02162970605496,7.0
6.044884844903773,6.0
6.0681400486306325,4.0
6.091395317486996,5.0
6.114650651724341,7.0
6.13790605159417,4.0
6.161161517348003,3.0
6.18441704923739,4.0
6.207672647513895,4.0
6.230928312429112,5.0
6.254184044234656,6.0
6.27743984318216,4.0
6.300695709523287,5.0
6.3239516435097185,6.0
6.347207645393159,7.0
6.370463715425341,4.0
6.3937198538580144,6.0
6.416976060942956,7.0
6.440232336931965,6.0
6.4634886820768624,5.0
6.486745096629497,3.0
6.510001580841738,3.0
6.53325813496548,0.0
6.5565147592526385,1.0
6.579771453955157,3.0
6.603028219325004,5.0
6.626285055614165,5.0
6.649541963074657,4.0
6.6727989419585185,4.0
6.696055992517813,4.0
6.719313115004629,5.0
6.742570309671076,5.0
6.7658275767692935,4.0
6.789084916551441,7.0
6.812342329269707,9.0
6.835599815176301,6.0
6.858857374523463,4.0
6.882115007563452,3.0
6.905372714548557,7.0
6.9286304957310865,6.0
6.951888351363382,4.0
6.975146281697805,7.0
6.998404286986744,8.0
7.021662367482616,4.0
7.044920523437857,4.0
7.068178755104935,6.0
7.091437062736341,6.0
7.1146954465845935,4.0
7.137953906902237,3.0
7.161212443941841,5.0
7.184471057955999,5.0
7.207729749197341,5.0
7.230988517918511,6.0
7.254247364372185,5.0
7.277506288811065,5.0
7.30076529148788,4.0
7.324024372655387,3.0
7.347283532566368,3.0
7.370542771473634,4.0
7.393802089630019,2.0
7.417061487288388,1.0
7.440320964701634,4.0
7.4635805221226725,7.0
7.486840159804451,7.0
7.510099877999942,5.0
7.533359676962151,2.0
7.5566195569440975,3.0
7.579879518198843,4.0
7.603139560979473,3.0
7.626399685539099,5.0
7.649659892130859,9.0
7.672920181007921,8.0
7.696180552423485,3.0
7.719441006630773,3.0
7.742701543883038,3.0
7.765962164433562,3.0
7.789222868535657,5.0
7.81248365644266,4.0
7.835744528407938,5.0
7.859005484684887,5.0
7.882266525526933,5.0
7.905527651187532,5.0
7.928788861920164,4.0
7.952050157978344,5.0
7.975311539615614,6.0
7.998573007085543,5.0
8.02183456064173,4.0
8.045096200537811,5.0
8.06835792702744,4.0
8.09161974036431,4.0
8.114881640802139,7.0
8.138143628594674,7.0
8.161405703995696,8.0
8.184667867259016,6.0
8.207930118638469,7.0
8.231192458387925,7.0
8.254454886761287,7.0
8.277717404012483,6.0
8.300980010395474,7.0
8.32424270616425,6.0
8.347505491572837,4.0
8.370768366875284,3.0
8.394031332325673,5.0
8.417294388178124,6.0
8.440557534686778,4.0
8.463820772105814,2.0
8.487084100689438,4.0
8.510347520691889,5.0
8.53361103236744,4.0
8.556874635970393,5.0
8.58013833175508,5.0
8.603402119975868,6.0
8.62666600088715,4.0
8.649929974743358,4.0
8.673194041798952,6.0
8.696458202308426,8.0
8.719722456526304,5.0
8.742986804707142,5.0
8.766251247105531,4.0
8.789515783976091,2.0
8.812780415573481,1.0
8.836045142152381,2.0
8.859309963967515,2.0
8.882574881273634,4.0
8.90583989432552,4.0
8.929105003377993,5.0
8.952370208685906,10.0
8.975635510504143,8.0
8.998900909087617,7.0
9.022166404691278,7.0
9.045431997570116,6.0
9.068697687979142,6.0
9.091963476173413,6.0
9.115229362408005,2.0
9.138495346938043,3.0
9.161761430018675,6.0
9.185027611905088,6.0
9.2082938928525,4.0
9.23156027311617,3.0
9.254826752951379,4.0
9.278093332613453,5.0
9.301360012357751,4.0
9.324626792439659,2.0
9.347893673114605,2.0
9.371160654638048,4.0
9.394427737265485,5.0
9.417694921252442,3.0
9.440962206854483,4.0
9.464229594327216,5.0
9.487497083926264,6.0
9.510764675907303,3.0
9.534032370526038,2.0
9.557300168038212,4.0
9.580568068699591,5.0
9.603836072765995,5.0
9.627104180493268,7.0
9.65037239213729,6.0
9.673640707953984,8.0
9.696909128199298,9.0
9.720177653129229,6.0
9.7434462829998,4.0
9.766715018067071,5.0
9.789983858587142,6.0
9.813252804816148,7.0
9.836521857010267,4.0
9.859791015425694,5.0
9.88306028031868,5.0
9.906329651945507,6.0
9.929599130562494,5.0
9.952868716425995,3.0
9.976138409792394,2.0
9.99940821091813,3.0
10.022678120059663,2.0
10.045948137473498,6.0
10.069218263416177,7.0
10.092488498144272,4.0
10.115758841914406,4.0
10.13902929498323,2.0
10.162299857607428,2.0
10.185570530043737,4.0
10.208841312548918,4.0
10.232112205379778,5.0
10.255383208793155,5.0
10.278654323045938,4.0
10.301925548395035,4.0
10.32519688509741,4.0
10.34846833341006,3.0
10.371739893590012,4.0
10.395011565894338,5.0
10.418283350580161,5.0
10.441555247904622,3.0
10.464827258124908,3.0
10.48809938149825,2.0
10.511371618281917,4.0
10.534643968733214,2.0
10.557916433109481,2.0
10.581189011668108,1.0
10.604461704666518,2.0
10.627734512362176,5.0
10.65100743501258,7.0
10.674280472875276,7.0
10.697553626207851,5.0
10.720826895267923,4.0
10.744100280313154,4.0
10.767373781601245,3.0
10.790647399389943,5.0
10.813921133937027,5.0
10.837194985500323,4.0
10.860468954337696,3.0
10.883743040707044,5.0
10.90701724486632,7.0
10.930291567073505,7.0
10.953566007586625,4.0
10.976840566663748,5.0
11.000115244562984,5.0
11.023390041542479,3.0
11.046664957860425,1.0
11.069939993775053,2.0
11.09321514954464,7.0
11.116490425427497,5.0
11.139765821681978,3.0
11.163041338566483,4.0
11.186316976339457,0.0
11.209592735259374,0.0
11.232868615584756,1.0
11.256144617574174,4.0
11.279420741486225,6.0
11.302696987579575,4.0
11.325973356112902,5.0
11.349249847344945,6.0
11.37252646153448,4.0
11.395803198940328,4.0
11.419080059821349,6.0
11.442357044436445,4.0
11.465634153044565,5.0
11.488911385904702,5.0
11.512188743275887,5.0
11.535466225417197,4.0
11.558743832587748,7.0
11.582021565046707,5.0
11.605299423053278,3.0
11.628577406866714,5.0
11.651855516746306,7.0
11.675133752951389,5.0
11.698412115741345,3.0
11.7216906053756,3.0
11.744969222113623,4.0
11.768247966214924,3.0
11.791526837939063,3.0
11.81480583754564,4.0
11.838084965294295,6.0
11.861364221444722,5.0
11.88464360625666,6.0
11.90792311998988,5.0
11.931202762904206,3.0
11.95448253525951,5.0
11.977762437315706,7.0
12.00104246933275,4.0
12.024322631570639,3.0
12.047602924289434,5.0
12.070883347749223,3.0
12.09416390221014,6.0
12.117444587932372,9.0
12.14072540517615,4.0
12.164006354201756,3.0
12.1872874352695,3.0
12.210568648639759,3.0
12.233849994572935,8.0
12.2571314733295,6.0
12.280413085169949,5.0
12.303694830354837,5.0
12.326976709144764,7.0
12.35025872180037,6.0
12.373540868582348,2.0
12.396823149751432,2.0
12.420105565568411,5.0
12.443388116294111,4.0
12.46667080218941,6.0
12.489953623515236,8.0
12.513236580532558,7.0
12.53651967350239,5.0
12.559802902685805,4.0
12.583086268343914,5.0
12.606369770737873,5.0
12.629653410128896,2.0
12.652937186778235,4.0
12.676221100947195,2.0
12.699505152897125,3.0
12.722789342889424,5.0
12.746073671185545,3.0
12.769358138046975,1.0
12.79264274373526,3.0
12.815927488511997,3.0
12.83921237263882,7.0
12.86249739637742,3.0
12.885782559989533,4.0
12.90906786373694,4.0
12.932353307881483,5.0
12.955638892685041,5.0
12.978924618409549,4.0
13.002210485316985,5.0
